Traffic_Level,ID,Delivery_person_ID,weather_description,Type_of_order,Type_of_vehicle,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,temperature,humidity,precipitation,Distance (km),TARGET
High,3D21,RANCHIRES16DEL01,clear sky,Meal,motorcycle,35,3.6,23.371.292,85.327.872,23.441.292,85.397.872,17.77,68,0,18.75,34.95
High,D152,BHPRES15DEL03,clear sky,Meal,scooter,38,4.8,23.234.249,77.434.007,23.294.249,77.494.007,18.24,57,0,13.62,3.27
High,4E5A,JAPRES03DEL03,clear sky,Meal,scooter,25,4.3,26.913.483,75.803.139,27.003.483,75.893.139,19.95,46,0,16.52,43.93
High,7317,COIMBRES02DEL02,mist,Buffet,motorcycle,39,4.9,11.022.477,76.995.667,11.102.477,77.075.667,25.05,73,0,15.17,37.98
High,A077,PUNERES02DEL01,clear sky,Meal,motorcycle,29,4.9,1.855.144,73.804.855,1.862.144,73.874.855,18.97,65,0,17.24,41.86
High,8FA0,SURRES01DEL01,clear sky,Buffet,electric_scooter,30,4.4,21.186.438,72.794.115,21.296.438,72.904.115,22.79,43,0,20.21,42.15
High,7B54,PUNERES010DEL01,clear sky,Meal,motorcycle,21,4.8,18.539.299,73.897.902,18.609.299,73.967.902,18.93,65,0,16.2,43.88
High,65B1,MYSRES13DEL01,broken clouds,Meal,scooter,23,4.7,12.310.972,76.659.264,12.380.972,76.729.264,18.34,82,0,14.43,38.41
High,B22B,RANCHIRES010DEL01,clear sky,Meal,motorcycle,31,4.8,23.354.422,853.329,23.424.422,854.029,17.85,68,0,15.62,40.15
High,1A31,JAPRES06DEL01,haze,Buffet,scooter,28,4.5,26.911.927,75.797.282,26.981.927,75.867.282,19.83,68,0,14.26,41.81
High,C2BA,LUDHRES18DEL03,clear sky,Buffet,motorcycle,20,3.9,30.890.184,75.829.615,30.950.184,75.889.615,18.95,56,0,13.59,37.96
High,8B86,COIMBRES20DEL03,mist,Buffet,motorcycle,35,4.8,10.994.136,76.963.303,11.084.136,77.053.303,24.97,73,0,17.5,47.88
High,D4DF,KOLRES20DEL02,haze,Drinks,motorcycle,20,4.7,22.514.119,88.362.504,22.594.119,88.442.504,23.03,83,0,15.68,51.21
High,9ABF,INDORES06DEL03,clear sky,Meal,scooter,33,5,22.728.163,75.884.212,22.818.163,75.974.212,17.23,53,0,19.18,3.49
High,768D,MUMRES09DEL03,smoke,Drinks,motorcycle,25,4.8,18.994.049,72.825.203,19.054.049,72.885.203,27.01,44,0,11.59,48.56
High,2C5A,PUNERES19DEL02,clear sky,Buffet,scooter,31,4.4,18.563.934,73.915.367,18.693.935,74.045.367,19.15,64,0,26.35,46.71
High,4291,SURRES03DEL01,clear sky,Meal,scooter,34,3.8,21.186.884,72.793.616,21.296.884,72.903.616,22.79,43,0,20.19,42.15
High,B4E4,COIMBRES03DEL02,mist,Meal,scooter,30,4.2,11.025.083,77.015.393,11.105.083,77.095.393,25.02,73,0,15.95,36.31
High,7820,COIMBRES17DEL01,mist,Drinks,motorcycle,23,4.8,11.026.117,76.944.652,11.096.117,77.014.652,24.84,73,0,15.4,49.61
High,7D1A,RANCHIRES15DEL03,clear sky,Buffet,motorcycle,34,4.6,23.369.746,8.533.982,23.429.746,8.539.982,17.79,68,0,14.53,0.41
High,25A5,SURRES07DEL02,clear sky,Meal,motorcycle,20,5,21.170.798,72.790.489,21.250.798,72.870.489,22.9,43,0,14.64,33.85
High,DD8C,BHPRES11DEL03,clear sky,Snack,motorcycle,25,4.9,23.233.219,77.433.571,23.293.219,77.493.571,18.24,57,0,13.6,37.15
High,4D6A,JAPRES06DEL02,haze,Meal,scooter,35,4.9,26.911.927,75.797.282,26.961.927,75.847.282,19.73,68,0,9.76,3.37
High,9869,CHENRES18DEL03,mist,Snack,motorcycle,31,4.9,12.981.615,80.231.598,13.041.615,80.291.598,26.54,88,0,12.35,45.58
High,4B99,RANCHIRES07DEL02,clear sky,Buffet,motorcycle,35,4.4,23.359.407,85.325.055,23.409.407,85.375.055,17.72,68,0,9.75,36.68
High,949A,SURRES18DEL01,clear sky,Snack,scooter,28,5,21.149.834,72.778.666,21.219.834,72.848.666,23.09,43,0,13.76,35.06
High,665B,COIMBRES06DEL03,mist,Buffet,scooter,23,5,11.021.278,76.995.017,11.111.278,77.085.017,25.12,73,0,17.58,43.91
High,D086,LUDHRES08DEL01,clear sky,Snack,motorcycle,36,4.5,30.899.992,75.831.338,30.969.992,75.901.338,18.88,56,0,14.9,47.86
High,7F7E,BANGRES01DEL02,mist,Meal,motorcycle,28,4.9,12.933.284,77.615.428,12.983.284,77.665.428,19.75,92,0,13.06,45.18
High,411E,MYSRES20DEL02,scattered clouds,Meal,scooter,35,4.8,12.337.978,76.616.792,12.467.978,76.746.792,17.86,77,0,24.99,34.51
High,5CDE,INDORES07DEL01,haze,Meal,scooter,28,4.9,22.722.634,75.886.959,22.792.634,75.956.959,17.15,72,0,17.07,37.35
High,5.00E+22,RANCHIRES09DEL03,clear sky,Buffet,motorcycle,38,4.8,23.351.058,85.325.731,23.411.058,85.385.731,17.83,68,0,11.07,38.46
High,836D,HYDRES06DEL01,broken clouds,Meal,motorcycle,31,4.4,17.455.894,78.375.467,17.525.894,78.445.467,21.25,65,0,15.76,4.17
High,29DD,COIMBRES02DEL01,mist,Drinks,scooter,26,4.7,11.022.477,76.995.667,11.132.477,77.105.667,25.15,73,0,21.28,55.18
High,96C3,PUNERES15DEL01,few clouds,Snack,motorcycle,23,4.9,18.636.215,73.751.081,18.706.215,73.821.081,19.03,65,0,16.48,44.01
High,2F75,RANCHIRES07DEL02,clear sky,Meal,scooter,36,4.8,23.359.407,85.325.055,23.439.407,85.405.055,17.58,69,0,15.03,3.71
High,4248,COIMBRES07DEL03,mist,Meal,motorcycle,29,4.6,1.096.185,76.971.082,1.102.185,77.031.082,24.99,73,0,14.95,44.88
High,92DD,BANGRES09DEL01,mist,Buffet,motorcycle,34,4.7,12.934.179,77.615.797,12.974.179,77.655.797,19.66,91,0,10.68,38.13
High,54B6,COIMBRES07DEL02,mist,Buffet,motorcycle,20,4.9,1.096.185,76.971.082,1.104.185,77.051.082,25.03,73,0,18.08,48.83
High,9150,INDORES03DEL02,haze,Drinks,motorcycle,36,4.6,22.751.857,75.866.699,22.831.857,75.946.699,17.19,72,0,19.3,0.55
High,D044,AURGRES13DEL02,mist,Meal,scooter,30,5,19.880.256,75.323.503,19.930.256,75.373.503,17.77,82,0,14.12,36.25
High,6D8F,SURRES11DEL02,clear sky,Drinks,motorcycle,30,4.8,21.157.735,72.768.778,21.237.735,72.848.778,22.99,43,0,14.18,0.41
High,1.10E+05,CHENRES17DEL02,mist,Snack,motorcycle,33,4.7,13.045.479,8.023.311,13.095.479,8.028.311,26.14,88,0,9.39,4.56
High,BEB1,BANGRES11DEL02,mist,Drinks,motorcycle,25,4.8,12.934.365,77.616.155,12.984.365,77.666.155,19.75,92,0,12.38,51.26
High,D2E5,LUDHRES13DEL03,clear sky,Meal,motorcycle,26,4.7,30.893.234,7.582.172,30.953.234,7.588.172,18.86,57,0,12.96,35.03
High,B2B,INDORES14DEL02,clear sky,Snack,motorcycle,21,4.9,22.761.593,75.886.362,22.841.593,75.966.362,17.21,53,0,14.73,39.41
High,57D0,JAPRES010DEL01,haze,Snack,scooter,38,4.9,26.921.411,75.793.604,26.961.411,75.833.604,18.62,68,0,15.44,49.98
High,2C0B,BANGRES05DEL03,mist,Buffet,motorcycle,39,4.9,12.970.324,77.645.748,13.030.324,77.705.748,19.84,93,0,12.09,39.46
High,223B,VADRES01DEL02,clear sky,Snack,scooter,30,4.4,22.307.898,73.167.788,22.437.898,73.297.788,22.35,43,0,24.27,41.95
High,9BFD,PUNERES09DEL02,clear sky,Meal,scooter,26,4.9,18.536.562,73.896.485,18.586.562,73.946.485,19.17,65,0,12.35,37.13
High,685C,SURRES06DEL01,clear sky,Snack,motorcycle,34,5,21.185.047,7.280.859,21.295.047,7.291.859,22.81,43,0,22.17,46.45
High,340D,PUNERES07DEL02,clear sky,Meal,scooter,37,4.7,18.546.947,73.900.626,18.596.947,73.950.626,19.1,65,0,11.41,31.56
High,9205,MYSRES02DEL02,scattered clouds,Drinks,motorcycle,28,4.6,12.304.569,76.643.622,12.354.569,76.693.622,17.97,77,0,12.84,46.86
High,3D6A,INDORES08DEL01,clear sky,Meal,motorcycle,33,4.7,22.725.748,75.898.497,22.835.748,76.008.497,17.28,53,0,22.12,3.68
High,B6AA,COIMBRES06DEL01,mist,Buffet,motorcycle,22,4.9,11.021.278,76.995.017,11.091.278,77.065.017,25,73,0,13.73,37.01
High,3730,HYDRES04DEL03,broken clouds,Drinks,motorcycle,29,5,17.411.028,78.329.645,17.501.028,78.419.645,21.3,64,0,18.67,54.86
High,B76A,PUNERES06DEL03,clear sky,Buffet,motorcycle,21,4.9,18.546.258,73.904.337,18.606.258,73.964.337,18.95,65,0,13.27,39.03
High,C371,AGRRES01DEL01,clear sky,Meal,motorcycle,29,4.6,27.161.661,78.011.544,27.231.661,78.081.544,21.71,51,0,15.27,40.55
High,A0D3,COIMBRES14DEL01,mist,Buffet,motorcycle,36,4.9,11.003.681,76.975.525,11.073.681,77.045.525,25.06,73,0,14.47,41.68
High,A2DA,JAPRES02DEL01,haze,Meal,scooter,39,4.7,26.914.142,75.805.704,26.984.142,75.875.704,19.83,68,0,13.31,35.01
High,BB2,INDORES18DEL01,clear sky,Meal,scooter,21,4.7,22.753.839,75.897.429,22.863.838,76.007.429,17.31,53,0,25.66,41.36
High,2D82,HYDRES11DEL01,broken clouds,Drinks,motorcycle,31,4.7,17.430.448,78.418.213,17.470.448,78.458.213,21.46,64,0,12.22,42.78
High,3D76,VADRES14DEL02,clear sky,Buffet,motorcycle,27,4.8,22.311.603,73.165.012,22.441.603,73.295.012,22.35,43,0,24.05,3.93
High,353D,MUMRES13DEL02,smoke,Meal,motorcycle,27,4.2,19.178.321,72.834.715,19.228.321,72.884.715,26.73,44,0,11.2,41.66
High,293C,PUNERES08DEL03,clear sky,Buffet,motorcycle,36,4.2,1.853.408,7.389.852,1.859.408,7.395.852,19.08,65,0,13.33,4.02
High,83AD,RANCHIRES15DEL03,clear sky,Drinks,motorcycle,32,4.8,23.369.746,8.533.982,23.429.746,8.539.982,17.79,68,0,14.53,50.43
High,BB48,COIMBRES01DEL01,mist,Buffet,scooter,39,4.9,11.016.298,76.972.076,11.086.298,77.042.076,24.95,73,0,14.52,4.02
High,DBDD,KOCRES09DEL03,mist,Snack,motorcycle,34,4.7,10.000.706,76.349.516,10.060.706,76.409.516,23.91,88,0,15.23,43.85
High,8273,BANGRES08DEL01,mist,Drinks,scooter,35,5,12.906.229,77.596.791,12.946.229,77.636.791,20.3,91,0,8.11,47.18
High,A03A,SURRES02DEL01,clear sky,Drinks,motorcycle,32,3.8,21.186.608,72.794.136,21.296.608,72.904.136,22.79,43,0,20.21,48.81
High,9.00E+79,JAPRES11DEL03,clear sky,Drinks,motorcycle,31,4.6,2.690.294,75.793.007,2.699.294,75.883.007,19.96,46,0,16.79,5.49
High,6C6,RANCHIRES08DEL01,clear sky,Meal,motorcycle,34,4.8,23.353.783,85.326.967,23.423.783,85.396.967,17.85,68,0,16.38,4.41
High,B81A,CHENRES02DEL02,mist,Meal,scooter,25,4.9,13.086.438,80.220.672,13.136.439,80.270.672,26.36,88,0,12.24,43.85
High,6742,MUMRES13DEL03,smoke,Meal,motorcycle,24,4.5,19.178.321,72.834.715,19.238.321,72.894.715,26.14,44,0,13.16,42.56
High,3493,SURRES06DEL02,clear sky,Meal,motorcycle,20,4.9,21.185.047,7.280.859,21.265.047,7.288.859,22.86,43,0,16.93,35.21
High,9D8,SURRES04DEL01,clear sky,Snack,motorcycle,27,4.1,21.173.493,72.801.953,21.243.493,72.871.953,22.87,42,0,14.05,36.83
High,6DF6,COIMBRES06DEL02,mist,Snack,motorcycle,29,4.9,11.021.278,76.995.017,11.101.278,77.075.017,25.05,73,0,15.45,41.68
High,2D53,SURRES03DEL01,clear sky,Snack,scooter,21,4.7,21.186.884,72.793.616,21.296.884,72.903.616,22.79,43,0,20.19,46.06
High,AAD,COIMBRES17DEL03,mist,Drinks,motorcycle,29,4.6,11.026.117,76.944.652,11.116.117,77.034.652,25.08,73,0,19.16,57.08
High,7DCF,HYDRES03DEL03,broken clouds,Buffet,motorcycle,32,4.7,17.422.819,78.449.578,17.512.819,78.539.578,21.29,66,0,18.46,48.51
High,1EFE,SURRES09DEL01,clear sky,Buffet,motorcycle,39,4.9,21.175.975,72.795.503,21.245.975,72.865.503,22.9,43,0,13.86,34.16
High,D1B8,AURGRES19DEL02,mist,Snack,scooter,25,4.7,19.866.969,75.318.894,19.916.969,75.368.894,17.84,82,0,12.29,39.91
High,B37,MYSRES16DEL02,scattered clouds,Buffet,scooter,28,4.5,12.316.967,76.603.067,12.446.967,76.733.067,18.12,77,0,26.21,40.61
High,9ACC,INDORES09DEL02,haze,Meal,scooter,20,4.7,22.725.835,75.887.648,22.805.835,75.967.648,17.18,72,0,16.86,33.73
High,917F,PUNERES12DEL01,clear sky,Buffet,motorcycle,38,4.1,18.520.016,73.830.547,18.590.016,73.900.547,19.19,65,0,14.96,43.95
High,D306,GOARES11DEL03,scattered clouds,Snack,motorcycle,26,4.8,15.544.419,73.755.736,15.604.419,73.815.736,24.92,59,0,10.47,37.81
High,30DF,INDORES09DEL03,clear sky,Snack,scooter,25,4.9,22.725.835,75.887.648,22.815.835,75.977.648,17.23,53,0,19.36,37.68
High,7170,BANGRES03DEL02,mist,Drinks,motorcycle,23,4.6,12.979.166,77.640.709,13.029.166,77.690.709,19.54,93,0,9.61,46.18
High,3442,INDORES11DEL01,clear sky,Buffet,scooter,20,4.9,22.751.234,7.588.949,22.861.234,7.599.949,17.3,53,0,18.44,44.15
High,A816,MUMRES16DEL03,smoke,Drinks,motorcycle,29,5,19.120.083,72.907.385,19.210.083,72.997.385,27.04,44,0,17.77,4.74
High,A189,SURRES04DEL01,clear sky,Meal,motorcycle,37,4.8,21.173.493,72.801.953,21.243.493,72.871.953,22.87,42,0,14.05,32.86
High,D7AA,KNPRES11DEL02,clear sky,Snack,motorcycle,37,4.9,26.474.986,80.342.796,26.494.986,80.362.796,21.83,55,0,11.81,0.47
High,4.00E+87,VADRES05DEL01,clear sky,Meal,motorcycle,31,4.3,22.310.526,73.170.937,22.420.526,73.280.937,22.47,44,0,21.29,40.58
High,B619,INDORES13DEL01,haze,Snack,scooter,35,4.8,22.745.049,75.892.471,22.815.049,75.962.471,17.21,72,0,16.48,36.56
High,2E4E,CHENRES18DEL02,mist,Drinks,motorcycle,31,4.8,12.981.615,80.231.598,13.031.615,80.281.598,26.55,87,0,11.27,47.85
High,E48,SURRES07DEL02,clear sky,Buffet,motorcycle,24,4.6,21.170.798,72.790.489,21.250.798,72.870.489,22.9,43,0,14.64,35.78
High,1CF1,SURRES08DEL03,clear sky,Drinks,motorcycle,31,4.7,21.173.343,72.792.731,21.263.343,72.882.731,22.88,43,0,18.47,4.71
High,7023,RANCHIRES07DEL02,clear sky,Meal,motorcycle,37,4.7,23.359.407,85.325.055,23.439.407,85.405.055,17.58,69,0,15.03,37.08
High,5.00E+14,VADRES19DEL02,clear sky,Buffet,electric_scooter,38,4.3,22.311.844,73.165.081,22.441.844,73.295.081,22.35,43,0,24.07,39.43
High,A98F,COIMBRES19DEL03,mist,Drinks,motorcycle,27,4.8,11.022.298,76.998.349,11.112.298,77.088.349,25.12,73,0,18.09,50.93
High,AE16,INDORES07DEL01,haze,Meal,scooter,35,5,22.722.634,75.886.959,22.792.634,75.956.959,17.15,72,0,17.07,37.36
High,8.10E+10,HYDRES19DEL03,broken clouds,Buffet,motorcycle,33,4.5,17.458.998,78.500.366,17.518.998,78.560.366,21.24,64,0,12.95,40.51
High,603B,MYSRES02DEL02,scattered clouds,Snack,motorcycle,25,4.6,12.304.569,76.643.622,12.384.569,76.723.622,18.2,77,0,15.88,44.35
High,6.00E+40,HYDRES04DEL01,broken clouds,Snack,scooter,28,4.7,17.411.028,78.329.645,17.481.028,78.399.645,21.29,65,0,15.79,45.41
High,A805,RANCHIRES17DEL02,clear sky,Meal,motorcycle,34,4.8,23.374.878,85.335.739,23.454.878,85.415.739,17.54,69,0,16.45,41.43
High,469E,SURRES05DEL02,clear sky,Buffet,scooter,38,5,21.175.104,72.804.342,21.255.104,72.884.342,22.88,43,0,16.35,3.89
High,8DC0,MUMRES05DEL02,smoke,Snack,motorcycle,23,4.6,18.927.584,72.832.585,19.007.584,72.912.585,26.18,44,0,20.12,54.35
High,9247,PUNERES16DEL02,clear sky,Buffet,motorcycle,23,4.9,18.536.718,73.830.327,18.616.719,73.910.327,18.95,65,0,16.12,42.46
High,6CBA,SURRES20DEL01,clear sky,Meal,motorcycle,21,4.9,2.115.276,72.778.059,2.122.276,72.848.059,23.09,43,0,13.63,32.31
High,D883,BHPRES06DEL02,clear sky,Snack,motorcycle,36,4.8,23.232.357,77.429.989,23.312.357,77.509.989,18.16,57,0,20.82,45.18
High,88C1,SURRES04DEL03,clear sky,Buffet,scooter,28,4.8,21.173.493,72.801.953,21.263.493,72.891.953,22.87,43,0,18.6,41.75
High,93EF,PUNERES08DEL02,clear sky,Drinks,motorcycle,21,4.9,1.853.408,7.389.852,1.858.408,7.394.852,19.18,65,0,11.36,45.58
High,901,JAPRES13DEL01,haze,Meal,scooter,29,4.6,26.846.156,758.023,26.956.156,759.123,20.06,68,0,23.52,46.66
High,E13,INDORES08DEL03,clear sky,Buffet,electric_scooter,28,5,22.725.748,75.898.497,22.815.748,75.988.497,17.22,52,0,22.38,39.36
High,D00F,LUDHRES04DEL01,clear sky,Meal,scooter,35,4.1,30.914.057,7.583.982,30.984.057,7.590.982,18.72,58,0,33.52,3.89
High,5.00E+92,COIMBRES12DEL03,mist,Snack,motorcycle,29,4.9,11.000.762,76.981.876,11.090.762,77.071.876,25,73,0,18.48,47.31
High,AAA,COIMBRES12DEL01,mist,Snack,scooter,29,4.6,11.000.762,76.981.876,11.110.762,77.091.876,25.12,73,0,21.09,52.81
High,9B1B,INDORES17DEL02,clear sky,Meal,scooter,23,4.8,22.761.226,75.887.522,22.841.226,75.967.522,17.21,53,0,14.61,35.11
High,1A6C,JAPRES11DEL03,clear sky,Buffet,scooter,27,4.5,2.690.294,75.793.007,2.699.294,75.883.007,19.96,46,0,16.79,47.61
High,7769,MUMRES06DEL03,smoke,Buffet,scooter,27,4.7,19.055.831,72.833.984,19.115.831,72.893.984,26.83,44,0,11.65,49.66
High,2.00E+57,JAPRES04DEL01,haze,Buffet,scooter,28,5,26.902.328,75.794.257,26.942.328,75.834.257,19.63,68,0,8.18,34.78
High,3F7D,BANGRES010DEL02,mist,Snack,motorcycle,36,4.8,12.933.298,77.614.293,12.983.298,77.664.293,19.63,92,0,12.97,4.66
High,C459,AGRRES11DEL03,clear sky,Meal,scooter,27,4.8,27.163.303,78.057.044,27.303.303,78.197.044,21.33,53,0,31.95,3.84
High,5BA0,MYSRES16DEL03,scattered clouds,Meal,scooter,38,4.2,12.316.967,76.603.067,12.406.967,76.693.067,18.42,82,0,20.42,35.36
High,1557,MUMRES18DEL01,smoke,Drinks,motorcycle,25,4.6,191.093,72.825.451,191.793,72.895.451,25.17,44,0,14.96,59.16
High,2A32,VADRES03DEL02,clear sky,Buffet,motorcycle,20,4.6,22.32,73.17,22.45,73.3,22.43,44,0,23.95,40.96
High,9E3B,JAPRES06DEL02,clear sky,Snack,motorcycle,26,4.8,26.911.927,75.797.282,26.991.927,75.877.282,19.96,46,0,15.2,45.21
High,68BA,JAPRES09DEL03,haze,Buffet,scooter,39,4.8,26.911.378,75.789.034,26.941.378,75.819.034,19.7,68,0,7.27,34.05
High,7F88,INDORES11DEL01,clear sky,Buffet,motorcycle,30,4.1,22.751.234,7.588.949,22.861.234,7.599.949,17.3,53,0,22.02,43.65
High,72F9,SURRES01DEL02,clear sky,Drinks,scooter,22,5,21.186.438,72.794.115,21.316.438,72.924.115,22.76,43,0,22.97,51.23
High,699A,PUNERES010DEL02,clear sky,Meal,scooter,29,4.7,18.539.299,73.897.902,18.589.299,73.947.902,19.17,65,0,13.16,3.41
High,78A7,MUMRES08DEL03,smoke,Meal,scooter,24,4.6,19.065.838,72.832.658,19.095.838,72.862.658,26.97,44,0,9.24,36.36
High,507F,RANCHIRES06DEL01,clear sky,Buffet,scooter,33,4.9,23.357.804,85.325.146,23.467.804,85.435.146,17.88,67,0,19.56,46.76
High,2100,MYSRES17DEL01,broken clouds,Meal,scooter,26,4.7,12.326.356,76.619.103,12.396.356,76.689.103,18.43,82,0,17.34,36.06
High,B66,CHENRES19DEL03,mist,Buffet,motorcycle,32,4.3,12.986.047,80.218.114,13.046.047,80.278.114,26.49,88,0,13.07,48.96
High,2B82,INDORES11DEL03,clear sky,Snack,motorcycle,25,4.7,22.751.234,7.588.949,22.841.234,7.597.949,17.25,53,0,19.6,39.48
High,5D32,HYDRES16DEL02,broken clouds,Meal,motorcycle,38,4.6,17.440.827,78.393.391,17.490.827,78.443.391,21.32,64,0,13.63,35.83
High,9DA6,JAPRES04DEL02,haze,Meal,motorcycle,33,4.2,26.902.328,75.794.257,26.952.328,75.844.257,19.81,68,0,9.34,34.05
High,5.20E+01,VADRES01DEL02,clear sky,Drinks,scooter,35,4.6,22.307.898,73.167.788,22.437.898,73.297.788,22.35,43,0,24.27,47.08
High,8153,SURRES03DEL01,clear sky,Snack,motorcycle,37,4,21.186.884,72.793.616,21.296.884,72.903.616,22.79,43,0,20.19,46.16
High,B0B2,INDORES20DEL01,clear sky,Buffet,scooter,24,4.5,22.732.225,75.874.765,22.842.225,75.984.765,17.25,53,0,22.02,44.18
High,37B4,COIMBRES03DEL03,mist,Snack,scooter,35,5,11.025.083,77.015.393,11.115.083,77.105.393,25.08,73,0,19.2,48.25
High,2363,MUMRES16DEL01,smoke,Drinks,motorcycle,33,4.1,19.120.083,72.907.385,19.190.083,72.977.385,27,44,0,14.32,49.26
High,7C78,MYSRES16DEL01,broken clouds,Buffet,motorcycle,27,4.6,12.316.967,76.603.067,12.426.967,76.713.067,18.4,82,0,23.19,37.71
High,7C01,MYSRES17DEL01,broken clouds,Buffet,scooter,25,4.9,12.326.356,76.619.103,12.436.356,76.729.103,18.13,82,0,21.93,36.63
High,5B28,MYSRES08DEL02,broken clouds,Buffet,motorcycle,21,4.6,12.297.954,76.665.169,12.377.954,76.745.169,18.28,82,0,16.85,44.75
High,BB36,BANGRES02DEL03,mist,Meal,scooter,31,4.9,12.970.221,77.645.396,13.060.221,77.735.396,19.18,93,0,16.49,43.61
High,6D6C,BANGRES15DEL02,mist,Buffet,motorcycle,35,4.8,12.975.377,77.696.664,13.025.377,77.746.664,19.58,93,0,18.67,46.45
High,38DF,MUMRES14DEL02,smoke,Meal,electric_scooter,27,4.6,191.813,72.836.191,192.313,72.886.191,26.54,44,0,12.88,4.22
High,1DB3,RANCHIRES20DEL02,clear sky,Snack,motorcycle,33,4.1,2.339.925,85.390.464,2.352.925,85.520.464,17.75,67,0,22.77,41.46
High,A8D7,PUNERES12DEL03,clear sky,Snack,scooter,22,4.7,18.520.016,73.830.547,18.580.016,73.890.547,19.05,64,0,12.74,3.96
High,89A,MYSRES08DEL02,broken clouds,Snack,electric_scooter,29,4.6,12.297.954,76.665.169,12.377.954,76.745.169,18.28,82,0,16.85,46.75
High,A0B9,PUNERES07DEL03,clear sky,Meal,motorcycle,29,4.6,18.546.947,73.900.626,18.636.947,73.990.626,19.31,65,0,18.69,44.81
High,BCDF,COIMBRES06DEL03,mist,Drinks,scooter,28,4.7,11.021.278,76.995.017,11.111.278,77.085.017,25.12,73,0,17.58,5.03
High,66BF,MUMRES09DEL02,smoke,Meal,motorcycle,23,4.7,18.994.049,72.825.203,19.044.049,72.875.203,27.01,44,0,9.58,43.93
High,6C44,SURRES12DEL01,clear sky,Meal,electric_scooter,22,4.8,21.183.434,72.814.492,21.253.434,72.884.492,22.83,42,0,14.97,3.31
High,3B21,MYSRES06DEL01,broken clouds,Meal,motorcycle,32,4.8,12.323.994,76.626.167,12.433.994,76.736.167,17.79,82,0,21.9,39.76
High,5EC6,SURRES16DEL02,clear sky,Meal,motorcycle,30,4.1,21.160.437,72.774.209,21.240.437,72.854.209,22.99,43,0,15.7,36.78
High,19DF,INDORES11DEL01,clear sky,Drinks,motorcycle,20,4.5,22.751.234,7.588.949,22.861.234,7.599.949,17.3,53,0,22.02,50.65
High,7298,MYSRES15DEL02,scattered clouds,Drinks,motorcycle,21,4.9,12.352.058,7.660.665,12.432.058,7.668.665,18.36,82,0,19.48,43.68
High,ADCB,COIMBRES03DEL02,mist,Meal,scooter,28,4.9,11.025.083,77.015.393,11.105.083,77.095.393,25.02,73,0,15.95,36.41
High,1984,COIMBRES03DEL01,mist,Buffet,motorcycle,34,4.5,11.025.083,77.015.393,11.095.083,77.085.393,25.06,73,0,13.92,36.98
High,2460,RANCHIRES01DEL03,clear sky,Buffet,motorcycle,33,5,23.416.792,85.316.842,23.506.792,85.406.842,17.41,69,0,18.92,3.75
High,A925,HYDRES14DEL01,overcast clouds,Meal,motorcycle,27,4.3,17.426.228,78.407.495,17.496.228,78.477.495,21.29,64,0,18.26,46.73
High,1630,JAPRES04DEL02,haze,Buffet,electric_scooter,38,5,26.902.328,75.794.257,26.952.328,75.844.257,19.81,68,0,9.34,36.06
High,B849,PUNERES13DEL02,clear sky,Drinks,electric_scooter,27,4.6,1.856.245,73.916.619,1.861.245,73.966.619,18.93,65,0,12.48,42.66
High,B47E,RANCHIRES16DEL01,clear sky,Snack,motorcycle,32,4.6,23.371.292,85.327.872,23.441.292,85.397.872,17.77,68,0,18.75,40.36
High,E95,CHENRES11DEL02,mist,Drinks,motorcycle,20,4.7,13.064.181,80.236.442,13.114.181,80.286.442,26.36,88,0,11.21,53.25
High,81D7,PUNERES16DEL02,clear sky,Drinks,scooter,22,4.8,18.536.718,73.830.327,18.586.718,73.880.327,19.25,65,0,11.72,40.13
High,EA8,COIMBRES18DEL02,mist,Buffet,motorcycle,20,4.8,1.102.091,76.940.432,1.110.091,77.020.432,24.92,73,0,15.72,47.63
High,8029,COIMBRES05DEL03,mist,Drinks,motorcycle,29,4.5,11.022.169,76.999.594,11.112.169,77.089.594,25.12,73,0,17.69,4.95
High,6A01,PUNERES07DEL03,clear sky,Buffet,motorcycle,36,4.1,18.546.947,73.900.626,18.606.947,73.960.626,18.95,65,0,13.63,3.94
High,8CC8,JAPRES04DEL01,haze,Snack,motorcycle,29,4.7,26.902.328,75.794.257,26.942.328,75.834.257,19.63,68,0,8.18,3.66
High,3319,SURRES20DEL03,clear sky,Meal,motorcycle,25,4.9,2.115.276,72.778.059,2.124.276,72.868.059,22.87,42,0,20.48,44.05
High,4B27,JAPRES04DEL01,haze,Meal,scooter,20,4.9,26.902.328,75.794.257,26.942.328,75.834.257,19.63,68,0,8.18,3.26
High,489D,JAPRES05DEL03,haze,Meal,scooter,23,4.8,26.905.287,75.794.592,26.965.287,75.854.592,19.51,68,0,11.38,39.71
High,E0AB,KNPRES09DEL03,clear sky,Snack,motorcycle,28,4.6,26.473.698,80.352.677,26.533.698,80.412.677,21.79,54,0,14.27,37.96
High,58B4,INDORES18DEL01,clear sky,Meal,scooter,24,4.9,22.753.839,75.897.429,22.863.838,76.007.429,17.31,53,0,25.66,0.41
High,B77B,MUMRES05DEL02,smoke,Buffet,motorcycle,29,4.9,18.927.584,72.832.585,19.007.584,72.912.585,26.18,44,0,20.12,52.43
High,9D1,CHENRES07DEL01,mist,Drinks,electric_scooter,20,4.8,13.081.878,80.248.519,13.121.878,80.288.519,26.34,88,0,8.72,4.65
